Waktu,ID_Armada,Tipe,Aksi,Lokasi,Muatan_kg,Jarak_Tempuh,Total_Jarak_Sementara,Pesan_Log
13:09,Gerobak_7,Gerobak,Patroli Lewat,RU_55,0,2,75,Melewati persimpangan
13:10,Truk_1,Truk,Buang ke TPS,TPS_2,37,2,82,Bongkar muatan di TPS_2
13:10,Truk_2,Truk,Ambil Sampah,RU_14,2,3,85,Intercept sampah! Sisa kapasitas: 173kg
13:12,Gerobak_6,Gerobak,Patroli Lewat,RG_4,0,1,75,Melewati persimpangan
13:15,Gerobak_6,Gerobak,Patroli Lewat,RG_3,0,1,76,Melewati persimpangan
13:15,Gerobak_7,Gerobak,Patroli Lewat,RG_33,0,2,77,Melewati persimpangan
13:15,Truk_2,Truk,Patroli Lewat,RU_13,0,2,87,Melewati persimpangan
13:17,Gerobak_5,Gerobak,Patroli Lewat,RU_26,0,2,77,Melewati persimpangan
13:18,Gerobak_6,Gerobak,Patroli Lewat,RG_2,0,1,77,Melewati persimpangan
13:18,Truk_2,Truk,Patroli Lewat,RU_12,0,2,89,Melewati persimpangan
13:21,Gerobak_6,Gerobak,Patroli Lewat,RG_1,0,1,78,Melewati persimpangan
13:21,Gerobak_7,Gerobak,Ambil Sampah,RG_32,1,1,78,Intercept sampah! Sisa kapasitas: 14kg
13:21,Truk_2,Truk,Patroli Lewat,RU_11,0,2,91,Melewati persimpangan
13:23,Gerobak_5,Gerobak,Patroli Lewat,RU_25,0,2,79,Melewati persimpangan
13:24,Gerobak_6,Gerobak,Patroli Lewat,RU_8,0,1,79,Melewati persimpangan
13:24,Truk_2,Truk,Patroli Lewat,RU_10,0,2,93,Melewati persimpangan
13:26,Gerobak_7,Gerobak,Patroli Lewat,RG_33,0,1,79,Melewati persimpangan
13:26,Truk_3,Truk,Patroli Lewat,RU_54,0,2,61,Melewati persimpangan
13:27,Gerobak_6,Gerobak,Patroli Lewat,RU_9,0,2,81,Melewati persimpangan
13:27,Truk_2,Truk,Patroli Lewat,RU_9,0,2,95,Melewati persimpangan
13:28,Truk_1,Truk,Patroli Lewat,RU_60,0,2,84,Melewati persimpangan
13:29,Gerobak_5,Gerobak,Patroli Lewat,RU_24,0,2,81,Melewati persimpangan
13:29,Gerobak_7,Gerobak,Ambil Sampah,RU_55,5,2,81,Intercept sampah! Sisa kapasitas: 9kg
13:29,Truk_3,Truk,Patroli Lewat,RU_55,0,2,63,Melewati persimpangan
13:30,Truk_2,Truk,Patroli Lewat,RU_8,0,2,97,Melewati persimpangan
13:31,Truk_1,Truk,Patroli Lewat,RU_59,0,2,86,Melewati persimpangan
13:32,Truk_3,Truk,Patroli Lewat,RG_33,0,2,65,Melewati persimpangan
13:33,Gerobak_6,Gerobak,Transfer ke Truk,RU_8,15,2,83,Rendezvous sukses dengan Truk_2
13:33,Truk_2,Truk,Terima Transfer,RU_8,15,0,97,Menerima muatan dari Gerobak_6
13:33,Truk_2,Truk,Patroli Lewat,RU_7,0,2,99,Melewati persimpangan
13:34,Truk_1,Truk,Patroli Lewat,RG_40,0,2,88,Melewati persimpangan
13:35,Gerobak_5,Gerobak,Ambil Sampah,RU_25,2,2,83,Intercept sampah! Sisa kapasitas: 12kg
13:35,Truk_3,Truk,Patroli Lewat,RG_32,0,1,66,Melewati persimpangan
13:36,Truk_2,Truk,Patroli Lewat,RU_6,0,2,101,Melewati persimpangan
13:37,Truk_1,Truk,Patroli Lewat,RG_39,0,1,89,Melewati persimpangan
13:38,Truk_3,Truk,Patroli Lewat,RG_31,0,1,67,Melewati persimpangan
13:39,Gerobak_6,Gerobak,Patroli Lewat,RG_1,0,1,84,Melewati persimpangan
13:39,Truk_2,Truk,Patroli Lewat,RU_5,0,2,103,Melewati persimpangan
13:40,Truk_1,Truk,Patroli Lewat,RG_38,0,1,90,Melewati persimpangan
13:41,Truk_3,Truk,Patroli Lewat,RG_30,0,1,68,Melewati persimpangan
13:42,Gerobak_6,Gerobak,Patroli Lewat,RG_2,0,1,85,Melewati persimpangan
13:42,Truk_2,Truk,Patroli Lewat,RU_4,0,2,105,Melewati persimpangan
13:43,Truk_1,Truk,Patroli Lewat,RG_37,0,1,91,Melewati persimpangan
13:44,Truk_3,Truk,Patroli Lewat,RG_29,0,1,69,Melewati persimpangan
13:45,Gerobak_5,Gerobak,Patroli Lewat,RU_24,0,2,85,Melewati persimpangan
13:45,Gerobak_6,Gerobak,Patroli Lewat,RG_3,0,1,86,Melewati persimpangan
13:45,Gerobak_7,Gerobak,Patroli Lewat,RU_54,0,2,83,Melewati persimpangan
13:45,Truk_2,Truk,Patroli Lewat,RU_3,0,2,107,Melewati persimpangan
13:46,Truk_1,Truk,Patroli Lewat,RG_36,0,1,92,Melewati persimpangan
13:47,Truk_3,Truk,Patroli Lewat,RG_28,0,1,70,Melewati persimpangan
13:48,Gerobak_6,Gerobak,Patroli Lewat,RG_4,0,1,87,Melewati persimpangan
13:48,Truk_2,Truk,Patroli Lewat,RU_2,0,2,109,Melewati persimpangan
13:49,Truk_1,Truk,Patroli Lewat,RG_35,0,1,93,Melewati persimpangan
13:50,Truk_3,Truk,Patroli Lewat,RG_27,0,1,71,Melewati persimpangan
13:51,Gerobak_5,Gerobak,Patroli Lewat,RU_23,0,2,87,Melewati persimpangan
13:51,Gerobak_6,Gerobak,Patroli Lewat,RG_5,0,1,88,Melewati persimpangan
13:51,Gerobak_7,Gerobak,Patroli Lewat,RU_53,0,2,85,Melewati persimpangan
13:51,Truk_2,Truk,Ambil Sampah,RU_1,2,2,111,Intercept sampah! Sisa kapasitas: 156kg
13:52,Truk_1,Truk,Patroli Lewat,RG_34,0,1,94,Melewati persimpangan
13:53,Truk_3,Truk,Patroli Lewat,RG_26,0,1,72,Melewati persimpangan
13:54,Gerobak_6,Gerobak,Patroli Lewat,RG_6,0,1,89,Melewati persimpangan
13:55,Truk_1,Truk,Patroli Lewat,RG_28,0,1,95,Melewati persimpangan
13:56,Truk_2,Truk,Patroli Lewat,RU_2,0,2,113,Melewati persimpangan
13:56,Truk_3,Truk,Patroli Lewat,RU_37,0,1,73,Melewati persimpangan
13:57,Gerobak_5,Gerobak,Patroli Lewat,RU_22,0,3,90,Melewati persimpangan
13:57,Gerobak_6,Gerobak,Patroli Lewat,RG_7,0,1,90,Melewati persimpangan
13:57,Gerobak_7,Gerobak,Patroli Lewat,RU_52,0,2,87,Melewati persimpangan
13:59,Truk_2,Truk,Patroli Lewat,RU_3,0,2,115,Melewati persimpangan
13:59,Truk_3,Truk,Patroli Lewat,RU_38,0,2,75,Melewati persimpangan
14:00,Gerobak_6,Gerobak,Ambil Sampah,RG_8,1,1,91,Intercept sampah! Sisa kapasitas: 14kg
14:02,Truk_2,Truk,Patroli Lewat,RU_4,0,2,117,Melewati persimpangan
14:02,Truk_3,Truk,Patroli Lewat,RU_39,0,2,77,Melewati persimpangan
14:03,Gerobak_7,Gerobak,Patroli Lewat,RU_51,0,2,89,Melewati persimpangan
14:05,Gerobak_6,Gerobak,Patroli Lewat,RG_7,0,1,92,Melewati persimpangan
14:05,Truk_2,Truk,Patroli Lewat,RU_5,0,2,119,Melewati persimpangan
14:05,Truk_3,Truk,Patroli Lewat,RU_14,0,3,80,Melewati persimpangan
14:06,Gerobak_5,Gerobak,Patroli Lewat,RU_23,0,3,93,Melewati persimpangan
14:08,Gerobak_6,Gerobak,Patroli Lewat,RG_6,0,1,93,Melewati persimpangan
14:08,Truk_2,Truk,Patroli Lewat,RU_6,0,2,121,Melewati persimpangan
14:08,Truk_3,Truk,Patroli Lewat,RU_13,0,2,82,Melewati persimpangan
14:09,Gerobak_7,Gerobak,Buang ke TPS,TPS_1,6,2,91,Bongkar muatan di TPS_1
14:11,Gerobak_6,Gerobak,Patroli Lewat,RG_5,0,1,94,Melewati persimpangan
14:11,Truk_2,Truk,Patroli Lewat,RU_7,0,2,123,Melewati persimpangan
14:11,Truk_3,Truk,Patroli Lewat,RU_12,0,2,84,Melewati persimpangan
14:14,Gerobak_6,Gerobak,Patroli Lewat,RG_4,0,1,95,Melewati persimpangan
14:14,Truk_2,Truk,Patroli Lewat,RU_8,0,2,125,Melewati persimpangan
14:15,Gerobak_5,Gerobak,Patroli Lewat,RU_24,0,2,95,Melewati persimpangan
14:15,Gerobak_7,Gerobak,Patroli Lewat,RU_51,0,2,93,Melewati persimpangan
14:17,Gerobak_6,Gerobak,Patroli Lewat,RG_3,0,1,96,Melewati persimpangan
14:17,Truk_2,Truk,Patroli Lewat,RU_9,0,2,127,Melewati persimpangan
14:20,Gerobak_6,Gerobak,Patroli Lewat,RG_2,0,1,97,Melewati persimpangan
14:20,Truk_2,Truk,Patroli Lewat,RU_10,0,2,129,Melewati persimpangan
14:21,Gerobak_5,Gerobak,Patroli Lewat,RU_25,0,2,97,Melewati persimpangan
14:21,Gerobak_7,Gerobak,Patroli Lewat,RU_50,0,2,95,Melewati persimpangan
14:23,Gerobak_6,Gerobak,Patroli Lewat,RG_1,0,1,98,Melewati persimpangan
14:23,Truk_2,Truk,Patroli Lewat,RU_11,0,2,131,Melewati persimpangan
14:26,Gerobak_6,Gerobak,Patroli Lewat,RU_8,0,1,99,Melewati persimpangan
14:26,Truk_2,Truk,Ambil Sampah,RU_12,2,2,133,Intercept sampah! Sisa kapasitas: 154kg
14:27,Gerobak_5,Gerobak,Buang ke TPS,TPS_3,3,4,101,Bongkar muatan di TPS_3
14:27,Gerobak_7,Gerobak,Patroli Lewat,RU_49,0,2,97,Melewati persimpangan
14:29,Gerobak_6,Gerobak,Patroli Lewat,RU_9,0,2,101,Melewati persimpangan
14:29,Truk_3,Truk,Patroli Lewat,RU_11,0,2,86,Melewati persimpangan
14:31,Truk_2,Truk,Patroli Lewat,RU_11,0,2,135,Melewati persimpangan
14:32,Truk_3,Truk,Ambil Sampah,RU_41,1,2,88,Intercept sampah! Sisa kapasitas: 196kg
14:33,Gerobak_7,Gerobak,Patroli Lewat,RU_48,0,2,99,Melewati persimpangan
14:34,Truk_2,Truk,Patroli Lewat,RU_10,0,2,137,Melewati persimpangan
14:35,Gerobak_6,Gerobak,Patroli Lewat,RU_8,0,2,103,Melewati persimpangan
14:37,Truk_2,Truk,Patroli Lewat,RU_9,0,2,139,Melewati persimpangan
14:37,Truk_3,Truk,Patroli Lewat,RU_11,0,2,90,Melewati persimpangan
14:39,Gerobak_5,Gerobak,Patroli Lewat,RU_25,0,4,105,Melewati persimpangan
14:39,Gerobak_7,Gerobak,Patroli Lewat,RG_20,0,1,100,Melewati persimpangan
14:40,Truk_2,Truk,Patroli Lewat,RU_8,0,2,141,Melewati persimpangan
14:40,Truk_3,Truk,Patroli Lewat,RU_10,0,2,92,Melewati persimpangan
14:41,Gerobak_6,Gerobak,Patroli Lewat,RU_7,0,2,105,Melewati persimpangan
14:42,Gerobak_7,Gerobak,Patroli Lewat,RG_19,0,1,101,Melewati persimpangan
14:43,Truk_2,Truk,Patroli Lewat,RU_7,0,2,143,Melewati persimpangan
14:43,Truk_3,Truk,Patroli Lewat,RU_9,0,2,94,Melewati persimpangan
14:45,Gerobak_7,Gerobak,Patroli Lewat,RG_18,0,1,102,Melewati persimpangan
14:46,Truk_2,Truk,Patroli Lewat,RU_6,0,2,145,Melewati persimpangan
14:46,Truk_3,Truk,Patroli Lewat,RU_8,0,2,96,Melewati persimpangan
14:47,Gerobak_6,Gerobak,Patroli Lewat,RU_6,0,2,107,Melewati persimpangan
14:48,Gerobak_7,Gerobak,Patroli Lewat,RG_17,0,1,103,Melewati persimpangan
14:49,Truk_2,Truk,Ambil Sampah,RU_5,1,2,147,Intercept sampah! Sisa kapasitas: 153kg
14:49,Truk_3,Truk,Patroli Lewat,RU_7,0,2,98,Melewati persimpangan
14:51,Gerobak_5,Gerobak,Patroli Lewat,RU_24,0,2,107,Melewati persimpangan
14:51,Gerobak_7,Gerobak,Patroli Lewat,RG_16,0,1,104,Melewati persimpangan
14:52,Truk_3,Truk,Patroli Lewat,RU_6,0,2,100,Melewati persimpangan
14:53,Gerobak_6,Gerobak,Patroli Lewat,RU_5,0,2,109,Melewati persimpangan
14:54,Gerobak_7,Gerobak,Patroli Lewat,RG_15,0,1,105,Melewati persimpangan
14:54,Truk_2,Truk,Patroli Lewat,RU_4,0,2,149,Melewati persimpangan
14:55,Truk_3,Truk,Patroli Lewat,RU_5,0,2,102,Melewati persimpangan
14:57,Gerobak_7,Gerobak,Patroli Lewat,RG_14,0,1,106,Melewati persimpangan
14:57,Truk_2,Truk,Patroli Lewat,RU_21,0,2,151,Melewati persimpangan
14:58,Truk_3,Truk,Patroli Lewat,RU_4,0,2,104,Melewati persimpangan
15:00,Truk_2,Truk,Patroli Lewat,RU_22,0,2,153,Melewati persimpangan
15:01,Truk_3,Truk,Patroli Lewat,RU_21,0,2,106,Melewati persimpangan
15:03,Truk_2,Truk,Patroli Lewat,RU_23,0,3,156,Melewati persimpangan
15:04,Truk_3,Truk,Patroli Lewat,RU_22,0,2,108,Melewati persimpangan
15:06,Truk_2,Truk,Patroli Lewat,RU_24,0,2,158,Melewati persimpangan
15:07,Truk_3,Truk,Patroli Lewat,RU_23,0,3,111,Melewati persimpangan
15:09,Truk_2,Truk,Patroli Lewat,RU_25,0,2,160,Melewati persimpangan
15:10,Truk_3,Truk,Patroli Lewat,RU_24,0,2,113,Melewati persimpangan
15:12,Truk_2,Truk,Buang ke TPS,TPS_3,47,4,164,Bongkar muatan di TPS_3
15:13,Truk_3,Truk,Patroli Lewat,RU_25,0,2,115,Melewati persimpangan
15:15,Truk_2,Truk,Patroli Lewat,RU_26,0,3,167,Melewati persimpangan
15:16,Truk_3,Truk,Patroli Lewat,RU_26,0,2,117,Melewati persimpangan
15:18,Truk_2,Truk,Patroli Lewat,RU_27,0,2,169,Melewati persimpangan
15:19,Truk_3,Truk,Patroli Lewat,RU_27,0,2,119,Melewati persimpangan
15:21,Truk_2,Truk,Patroli Lewat,RU_28,0,2,171,Melewati persimpangan
15:22,Truk_3,Truk,Patroli Lewat,RU_28,0,2,121,Melewati persimpangan
15:24,Truk_2,Truk,Patroli Lewat,RU_29,0,2,173,Melewati persimpangan
15:25,Truk_3,Truk,Patroli Lewat,RU_29,0,2,123,Melewati persimpangan
15:27,Truk_2,Truk,Patroli Lewat,RU_30,0,2,175,Melewati persimpangan
15:28,Truk_3,Truk,Patroli Lewat,RU_30,0,2,125,Melewati persimpangan
15:30,Truk_2,Truk,Patroli Lewat,RU_31,0,2,177,Melewati persimpangan
15:31,Truk_3,Truk,Patroli Lewat,RU_31,0,2,127,Melewati persimpangan
15:33,Truk_2,Truk,Ambil Sampah,RU_32,1,2,179,Intercept sampah! Sisa kapasitas: 199kg
15:34,Truk_3,Truk,Patroli Lewat,RU_32,0,2,129,Melewati persimpangan
15:37,Truk_3,Truk,Ambil Sampah,RU_33,1,2,131,Intercept sampah! Sisa kapasitas: 195kg
15:38,Truk_2,Truk,Patroli Lewat,RU_31,0,2,181,Melewati persimpangan
15:41,Truk_2,Truk,Patroli Lewat,RU_30,0,2,183,Melewati persimpangan
15:42,Truk_3,Truk,Patroli Lewat,RU_34,0,2,133,Melewati persimpangan
15:44,Truk_2,Truk,Patroli Lewat,RU_29,0,2,185,Melewati persimpangan
15:45,Truk_3,Truk,Patroli Lewat,RU_35,0,2,135,Melewati persimpangan
15:47,Truk_2,Truk,Patroli Lewat,RU_28,0,2,187,Melewati persimpangan
15:48,Truk_3,Truk,Patroli Lewat,RU_36,0,2,137,Melewati persimpangan
15:50,Truk_2,Truk,Patroli Lewat,RU_27,0,2,189,Melewati persimpangan
15:51,Truk_3,Truk,Patroli Lewat,RU_37,0,2,139,Melewati persimpangan
15:53,Truk_2,Truk,Patroli Lewat,RU_26,0,2,191,Melewati persimpangan
15:54,Truk_3,Truk,Patroli Lewat,RG_26,0,1,140,Melewati persimpangan
15:56,Truk_2,Truk,Buang ke TPS,TPS_3,1,3,194,Bongkar muatan di TPS_3
15:57,Truk_3,Truk,Ambil Sampah,RG_27,4,1,141,Intercept sampah! Sisa kapasitas: 191kg
16:02,Truk_3,Truk,Patroli Lewat,RG_28,0,1,142,Melewati persimpangan
16:05,Truk_3,Truk,Patroli Lewat,RG_34,0,1,143,Melewati persimpangan
16:08,Truk_3,Truk,Patroli Lewat,RG_35,0,1,144,Melewati persimpangan
16:11,Truk_3,Truk,Patroli Lewat,RG_36,0,1,145,Melewati persimpangan
16:14,Truk_3,Truk,Patroli Lewat,RG_37,0,1,146,Melewati persimpangan
16:17,Truk_3,Truk,Patroli Lewat,RG_38,0,1,147,Melewati persimpangan
16:20,Truk_3,Truk,Patroli Lewat,RG_39,0,1,148,Melewati persimpangan
16:23,Truk_3,Truk,Patroli Lewat,RG_40,0,1,149,Melewati persimpangan
16:26,Truk_3,Truk,Patroli Lewat,RU_59,0,2,151,Melewati persimpangan
16:29,Truk_3,Truk,Patroli Lewat,RU_60,0,2,153,Melewati persimpangan
16:32,Truk_3,Truk,Buang ke TPS,TPS_2,9,2,155,Bongkar muatan di TPS_2
16:35,Truk_3,Truk,Ambil Sampah,RU_60,1,2,157,Intercept sampah! Sisa kapasitas: 199kg
16:40,Truk_3,Truk,Buang ke TPS,TPS_2,1,2,159,Bongkar muatan di TPS_2
16:43,Truk_3,Truk,Patroli Lewat,RU_60,0,2,161,Melewati persimpangan
16:46,Truk_3,Truk,Patroli Lewat,RU_59,0,2,163,Melewati persimpangan
16:49,Truk_3,Truk,Patroli Lewat,RG_40,0,2,165,Melewati persimpangan
16:52,Truk_3,Truk,Patroli Lewat,RG_39,0,1,166,Melewati persimpangan
16:55,Truk_3,Truk,Ambil Sampah,RG_38,1,1,167,Intercept sampah! Sisa kapasitas: 199kg
